OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS
1892285,4092013057,PNC 301,1400 EDWARDS MILL RD ,RALEIGH,27607-3624,+19198612300,1999-10-28,4893,-78.7229363,35.8032419,M
1892286,4092013061,PNC 318,1400 EDWARDS MILL RD ,RALEIGH,27607-3624,+19198612300,1999-10-29,4894,-78.7229363,35.8032419,M
1892287,4092013458,McDonald's,10100 LEESVILLE RD ,RALEIGH,27613-7541,+19198419282,2001-11-21,4919,-78.72754368,35.90927982,M
1892288,4092018438,Cha House,1319 KILDAIRE FARM RD,CARY,27511,+19844650498,2020-09-09,4927,-78.78193974,35.75976658,M
1892289,4092010069,Bojangles # 2,4405 FALLS OF NEUSE RD ,RALEIGH,27609-6201,+19198767363,1991-05-02,4938,-78.61244468,35.84129134,M
1892290,4092010204,Dallas Fried Chicken,1101 E WILLIAMS ST ,APEX,27502-2162,+19193620051,1991-05-03,4940,-78.8432412,35.72049646,M
1892291,4092013487,Starbucks,3023-101 Capital ,RALEIGH,27604,+19198758760,2002-01-11,4843,-78.59167505,35.82103718,M
1892292,4092013541,China One,661 CARY TOWNE BLVD,CARY,27511-4219,+19194610088,2002-02-28,4945,-78.76677132,35.77674815,M
1892293,4092018233,Brew Coffee Bar,2310 BALE ST,RALEIGH,27608,+19195396372,2019-11-15,4953,-78.62748278,35.81292611,M
1892300,4092017725,Starbucks #8218,2105 Cameron ST ,RALEIGH,27605,+19198569444,2017-11-09,5002,-78.66157335,35.79001079,M
1892301,4092017727,Whole Foods Market #10611 Culinary,5055 Arco ST ,CARY,27519,+19842280300,2017-11-03,5003,-78.88191924,35.83347908,M
1892302,4092016820,DOHERTY'S IRISH PUB & RESTAURANT,5490 APEX PEAKWAY,APEX,27502,+19193874100,2014-11-17,5004,-78.86537597,35.73683859,M
1892304,4092012198,Windsor Point Restaurant,1221 BROAD ST,FUQUAY VARINA,27526-3602,+19195524580,1998-02-27,4993,-78.80163084,35.59974785,T
1892305,4092018596,Kale Me Crazy,2018 Cameron ST ,RALEIGH,27605,+19192394660,2021-03-25,5014,-78.66105804,35.79149603,M
1892306,4092018215,Which Wich #280,413 WOODBURN RD ,RALEIGH,27605,+19198339424,2019-11-04,5019,-78.66025735,35.7899673,M
1892307,4092013193,Bella Monica,3121-103 EDWARDS MILL RD ,RALEIGH,27612-5369,+19198819778,2000-08-02,4999,-78.70666344,35.82427366,M
1892310,4092017033,LONGHORN 5556,300 CONSERVATION RD ,GARNER,27529,+19197727707,2015-09-17,5027,-78.58232283,35.69664726,M
1892311,4092017790,Southland Steakhouse,1007  Shepard School Rd,ZEBULON,27597,+19193754783,2018-02-21,5030,-78.31427362,35.83238402,M
1892312,4092016089,OVER THE FALLS,419 S BROOKS ST ,WAKE FOREST,27587,+19195708588,2012-01-20,5026,-78.50993609,35.9738265,M
1892313,4092013505,Subway,2444 SW CARY PKY ,CARY,27513,+19194673898,2002-01-25,5035,-78.82085718,35.76363975,M
1892314,4092013028,PNC Arena Main Kitchen,1400 EDWARDS MILL RD,RALEIGH,27607-3624,+19198612300,1999-10-28,5047,-78.7229363,35.8032419,M
1892316,4092013595,Goodberry's #12,9870 Leesville RD ,RALEIGH,27613-7536,+19198470453,2002-05-24,5053,-78.72831344,35.90771409,M
1892319,4092010495,Milton's Pizza House,8853 SIX FORKS RD ,RALEIGH,27615-2970,+19198470604,1991-05-09,5065,-78.65461142,35.89932701,M
1892321,4092018043,Terrace Cafe SAS Building A,920 SAS Campus DR ,Cary,27513,nan,2019-01-25,5069,-78.7476237,35.81616993,M
1892322,4092013707,Homegrown Pizza,4928 Linksland Dr,HOLLY SPRINGS,27540,+19195775575,2002-11-08,5085,-78.81055316,35.65750438,M
1892323,4092013650,Lowes Foods #189 Deli ,3001 Widewaters Pky ,KNIGHTDALE,27545,+19192179184,2002-08-28,5090,-78.50515596,35.79511678,M
1892325,4092018170,Chandelier Catering,1077 DARRINGTON DR,CARY,27513,+13362022792,2019-09-04,5102,-78.81667687,35.79929094,M
1892326,4092018504,Earth To Us,2893 JONES FRANKLIN RD,RALEIGH,27606,+19198098622,2020-12-16,5105,-78.73666365,35.74405443,M
1892331,4092025263,Oriental Pho,5959 TRIANGLE TOWN BLVD,RALEIGH,27616,+19194490807,2019-06-12,5124,-78.57603863,35.86599856,M
1892332,4092015548,Rudinos's Pizza & Grinders Sports Corner,3101-101 EDWARDS MILL RD ,RALEIGH,27612,+19197864235,2009-12-30,5129,-78.70695216,35.82399087,M
1892334,4092012252,Jacks Seafood Restaurant,1516 NEW BERN AVE ,RALEIGH,27610-2536,+19197551551,1998-06-02,5149,-78.61632038,35.7797367,M
1892335,4092013627,China Wok,2753 NC Hwy 55,CARY,27519,+19193879599,2002-07-19,5173,-78.87109371,35.78605234,M
1892336,4092018032,TACO BELL #34556,4004 Capital BLVD ,RALEIGH,27604,+19198729020,2019-01-18,5181,-78.58146313,35.83563234,M
1892337,4092018370,Jonathan's Sports Lounge & Grill,3400 New Birch DR ,RALEIGH,27610,+19196925095,2020-05-21,5183,-78.59862151,35.74660149,M
1892341,4092018347,Starbuck's,2901 SHERMAN OAK PL ,RALEIGH,27609-6884,nan,2020-04-13,5211,-78.62082753,35.82131925,M
1892345,4092018034,Benchwarmers Bagels,500-107 E Davie ST ,RALEIGH,27601,+19842328122,2019-01-23,5228,-78.63247092,35.77531669,M
1892346,4092016210,GARNER RD STOP N GO,2121 GARNER RD ,RALEIGH,27610,+19194129458,2012-06-25,5230,-78.63080238,35.75168625,M
1892347,4092018116,Mason's Famous Lobster Rolls,4121 MAIN AT NORTH HILLS ST,RALEIGH,27609-5756,+19842001845,2019-06-19,5242,-78.64323049,35.83718561,M
1892349,4092013229,Sushi & Thai Restaurant,2434 WYCLIFF RD,RALEIGH,27607-2903,+19197898180,2000-11-09,5252,-78.692995,35.81676997,M
1892350,4092014673,Bosphorus Restaurant,329 N Harrison AVE ,CARY,27513,+19194601300,2006-09-06,5258,-78.78374109,35.78994545,M
1892351,4092017055,FOOD LION #1514 DELI,9567 CHAPEL HILL RD ,MORRISVILLE,27560,+19194621542,2015-10-13,5260,-78.81120699,35.8045716,M
1892352,4092017059,HARDEE'S #1655,1560 N BROAD ST ,FUQUAY-VARINA,27526,+19195529772,2015-10-15,5264,-78.80353813,35.60445873,M
1892358,4092013059,PNC 310,1400 EDWARDS MILL RD ,RALEIGH,27607-3624,+19198612300,1999-10-28,5342,-78.7229363,35.8032419,M
1892360,4092013743,Shaba Shabu,3080 Wake Forest Rd ,RALEIGH,27609,+19195017755,2002-12-31,5355,-78.62038753,35.82333592,M
1892364,4092017554,KIWI CAFE AND SMOOTHIES,11211 GALLERIA AVE ,RALEIGH,27614,+19195705001,2017-03-15,5374,-78.54331441,35.94865826,M
1892366,4092018299,YOUR PIE CARY,685 CARY TOWNE BLVD ,CARY,27511,+19193789578,2020-01-23,5402,-78.76677132,35.77674815,M
1892368,4092011235,Olive Garden,4805 Capital Blvd,RALEIGH,27616-4483,+19199548557,1993-03-09,5420,-78.58156068,35.85089434,M
1892370,4092018311,China Wok,2720 Lake Wheeler RD ,RALEIGH,27603,+19198213038,2020-01-28,5437,-78.68034061,35.74405959,M
1892372,4092013151,Whole Foods Market Deli-Sushi-Cheese,102 B New Waverly Pl ,CARY,27511,+19198168830,2000-05-05,5448,0.0,0.0,U
1892373,4092015058,Bojangles #39,1581 E Williams ST ,APEX,27502,+19193626796,2008-02-01,5473,-78.83501432,35.70601048,M
1892374,4092013907,Jason's Deli,909 Spring Forest Rd,RALEIGH,27609,+19198559898,2003-10-06,5487,-78.62312587,35.86765935,M
1892375,4092017662,CULVER'S OF WAKE FOREST,2819 ROGERS RD ,WAKE FOREST,27587,+19194351053,2017-08-14,5495,-78.52437345,35.95309222,M
1892376,4092017340,BURGER KING #1094,6300 Capital BLVD ,RALEIGH,27616-3048,+19198726307,2016-10-17,5496,-78.57966996,35.87091963,M
1892377,4092016625,CILANTRO INDIAN CAFE',107 EDINBURGH SOUTH DR ,CARY,27511,+19192341264,2014-02-21,5497,-78.79792507,35.7367619,M
1892378,4092016331,SUBWAY #55675,234 FAYETTEVILLE  ST ,RALEIGH,27601,+19196152670,2012-12-21,5500,-78.63956988,35.77712711,M
1892382,4092017722,Chopt North Ridge,6004 Falls of Neuse RD ,RALEIGH,27609,+19842320451,2017-11-03,5549,-78.61995347,35.86546488,M
1892383,4092014556,KFC #J120098,12313 Capital BLVD ,RALEIGH,27587,+19195569408,2006-04-24,5507,-78.53878491,35.98231024,M
1892384,4092018047,J & S NEW YORK,2025 RENNAISANCE PARK PL ,CARY,27513,nan,2019-02-04,5561,-78.77209428,35.82791688,M
1892386,4092017086,NORTH RIDGE PUB,6010-B FALLS OF NEUSE RD ,RALEIGH,27609,+19199816005,2015-11-09,5554,-78.62008492,35.8644902,M
1892390,4092013291,Biscuitville # 169,605 STELLATA DR ,FUQUAY VARINA,27526-1946,+19195776380,2001-03-01,5580,-78.78197965,35.59136738,M
1892391,4092013297,Willow Creek Exxon,1133 OLD HONEYCUTT RD ,FUQUAY VARINA,27526-8923,+19195776361,2001-03-08,5581,-78.75761891,35.58333571,M
1892392,4092011465,Burger King #223,349 TRYON RD ,RALEIGH,27603-3529,+19197725255,1994-03-22,5598,-78.65042032,35.73082159,M
1892394,4092014039,Subway #12050,8711 Six Forks Rd,RALEIGH,27615,+19196762610,2004-05-05,5617,-78.65461142,35.89932701,M
1892395,4092017695,Saltgrass Steakhouse,6601 Knightdale BLVD ,KNIGHTDALE,27545,+19192177070,2017-10-10,5630,-78.50947971,35.79658276,M
1892396,4092013542,Chick-fil-A,11730 Retail Dr,WAKE FOREST,27587-7349,+19195629004,2002-03-15,5637,-78.54275191,35.96706617,M
1892397,4092014223,Manchesters Bar and Grill,9101-153 Leesville Road,RALEIGH,27613,+19196763310,2005-01-07,5626,-78.7231695,35.89661733,M
1892398,4092017608,MARISCOS NAYARIT,3351 CYPRESS PLANTATION TRL ,RALEIGH,27616,+19199770168,2017-05-23,5665,-78.58237548,35.87315637,M
1892400,4092018443,Di Fara,111 E CHATHAM ST,CARY,27511,+19196785300,2020-09-15,5673,-78.78052303,35.78769406,M
1892401,4092017674,SERGIO'S PIZZA,7440 LOUISBURG RD ,RALEIGH,27616,+19198763116,2017-08-31,5677,-78.53977,35.87454018,M
1892402,4092017679,Firehouse Subs #1052,413 Village Walk DR ,HOLLY SPRINGS,27540,+19842252550,2017-09-18,5685,-78.83774133,35.64081684,M
1892404,4092013915,Bonefish Grill,2060 Renaissance Park Pl,CARY,27513,+19196771347,2003-10-22,5706,-78.77115656,35.82699882,M
1892405,4092013475,Bojangles # 29,12109 Cloverleaf Dr,WAKE FOREST,27587-6516,+19195542243,2001-12-14,5722,-78.54093466,35.97688776,M
1892406,4092014233,Sheetz,1655 N Main Street,FUQUAY VARINA,27526,+19195772215,2005-01-26,5753,-78.76014426,35.59694528,M
1892413,4092014550,KFC/Taco Bell #J120093,6405 Falls of Neuse RD,RALEIGH,27615,+19198726902,2006-04-25,5791,-78.62197977,35.87045451,M
1892414,4092015713,WING STOP # 527,1721-112 NEW HOPE CHURCH RD ,RALEIGH,27609,+19198728856,2010-09-13,5781,-78.61222144,35.83674654,M
1892416,4092018392,Academy Street Bistro,200 S Academy ST ,CARY,27511,+19193770509,2020-06-30,5806,-78.78170139,35.78644735,M
1892417,4092015523,BOCCI TRATTORIA & PIZZERIA,2425 KILDAIRE FARM  RD ,CARY,27518,+19198035358,2009-11-19,5807,-78.77660452,35.72829274,M
1892419,4092018544,Masa Sushi & Ramen,2757 NC 55 HWY,CARY,27519,nan,2021-02-24,5814,-78.87279058,35.78531342,M
1892421,4092016574,ZAXBY'S #44901,101 GRAND HILL PL ,HOLLY SPRINGS,27540,+19197620432,2013-11-21,5823,-78.85029671,35.6590441,M
1892422,4092016949,TAVERNA AGORA,326 HILLSBOROUGH ST ,RALEIGH,27603,+19198818333,2015-06-08,5826,-78.64443499,35.78101375,M
1892423,4092014115,Sam's Club #8223 Cafe,2537 S Saunders St,RALEIGH,27603,+19198391700,2004-08-24,5829,-78.64662127,35.75036941,M
1892425,4092018281,RALEIGH TAP ROOM,2400 JOHN BRANTLEY BLVD ,MORRISVILLE,27560,+19198404477,2020-01-03,5874,-78.78941437,35.8696795,M
1892426,4092017666,OAK CITY PIZZA,206 FOREST HILLS DR ,GARNER,27529,nan,2017-06-30,5876,-78.62278736,35.70820906,M
1892427,4092016627,WHISPERING PINES DINING,7501 LEADMINE  RD ,RALEIGH,27615,+19198700222,2014-02-25,5880,-78.66223022,35.88240773,M
1892428,4092017027,CAPITAL OAKS CULINARY & DINING SERVICES,6498 RAY RD ,RALEIGH,27613,+19197840099,2015-09-17,5881,-78.69653255,35.86810514,M
1892429,4092014221,Subway #2615,3416 POOLE RD ,RALEIGH,27610-2918,+19192316223,2005-01-05,5890,-78.57953261,35.76724571,M
1892430,4092013461,Pine Hollow Golf Club Food Service,3300 GARNER RD ,CLAYTON,27520-9306,+19195534554,2001-11-30,5895,-78.50626539,35.67653726,M
1892431,4092013735,Village Draft House,428 Daniels St ,RALEIGH,27605,+19198331373,2002-12-31,5915,-78.66025735,35.7899673,M
1892432,4092013752,Chili's Bar and Grill,3411 Sumner Blv ,RALEIGH,27616,+19197922545,2003-01-03,5916,-78.57603863,35.86599856,M
1892433,4092017332,OFF THE HOOK SEAFOOD RESTAURANT,308 SOUTHTOWN CIR ,ROLESVILLE,27571,+19192631868,2016-09-27,5943,-78.47039569,35.91648377,M
1892434,4092014269,Subway,1326 N Main ST ,FUQUAY VARINA,27526,+19195522609,2005-02-10,5948,-78.77764359,35.59047244,M
1892435,4092014271,Salvio's Pizzeria,2428 SW Cary Pkwy,CARY ,27513,+19194674600,2005-03-07,5949,-78.82085718,35.76363975,M
1892436,4092017443,PNC CLUB 220-A (GRILL SIDE),1400 EDWARDS MILL RD ,RALEIGH,27607,+19198612300,2016-09-28,5958,-78.7229363,35.8032419,M
1892437,4092013705,UDUPI Cafe,590 E Chatham St ,CARY,27511,+19194650898,2002-10-29,5990,-78.76832214,35.79037457,M
1892438,4092013767,Bojangles # 31,10610 Durant Rd ,RALEIGH,27614,+19198708002,2003-02-18,5993,-78.59121781,35.90586931,M
1892439,4092011875,Goodberry's,9700 STRICKLAND RD,RALEIGH,27615-1939,+19196768580,1996-05-17,6000,-78.65695874,35.90221401,M
1892440,4092012200,N.Y.Pizza,6458 TRYON RD,CARY,27518,+19198522242,1998-02-05,6013,-78.7615544,35.74559939,M
1892441,4092016921,BEST WESTERN FOODSERVICE,2715 CAPITAL BLVD ,RALEIGH,27604,+19198725000,2015-05-08,6035,-78.60270667,35.81715188,M
1892444,4092013841,Humble Pie,317 S Harrington St ,RALEIGH,27603,+19198299222,2003-07-02,6116,-78.64497521,35.77631688,M
1892445,4092017127,HOLIDAY INN EXPRESS BREAKFAST,3618 NEW BERN AVE ,RALEIGH,27610,+19192562800,2016-01-05,6154,-78.57835567,35.7963578,M
1892447,4092016620,TAZZA KITCHEN,432 WOODBURN  RD ,RALEIGH,27605,+19198359463,2014-02-14,6159,-78.65855965,35.78994083,M
1892452,4092018639,B&B Theatres Park West Concessions,3400 Village Market  PL ,MORRISVILLE,27560,+19193772508,2021-06-03,6257,-78.81800343,35.80772157,M
1892453,4092018536,ParTee Shack,5300 FAYETTEVILLE RD,RALEIGH,27603,+19196702980,2021-02-16,6263,-78.66097562,35.70773302,M
1892454,4092017069,GONZA TACOS & TEQUILA,2100-110 HILLSBOROUGH ST ,RALEIGH,27607,+19192688965,2015-10-27,6262,-78.6631086,35.78642353,M
1892455,4092013020,La Farm Bakery,4248 NW CARY PKY ,CARY,27513-8478,+19196570657,1999-10-13,6270,-78.82751464,35.79057556,M
1892456,4092013236,Reale,2805 Highwoods Blv ,RALEIGH,27604-1002,+19198723500,2000-11-27,6271,-78.60147759,35.81782808,M
1892466,4092025283,H Mart Thai Koon Nine,1961 HIGH HOUSE RD,CARY,27519,nan,2019-09-23,6356,-78.84865444,35.78921622,M
1892467,4092016125,PANERA BREAD #1649,7840 ALEXANDER PROMENADE PL ,RALEIGH,27617,+19192930900,2012-03-28,6360,-78.77695631,35.91424375,M
1892470,4092018559,Mainstay Suites Raleigh-Cary Foodservice,1020 Buck Jones RD ,RALEIGH,27606,+19194684222,2021-03-16,6383,-78.74134284,35.7707241,M
1892471,4092018096,Asali Desserts and Cafe,107 S Edinburgh DR ,CARY,27511,+19193627882,2019-05-02,6379,-78.79822545,35.73935005,M
1892472,4092014346,CARRABBA'S ITALIAN GRILL #8412,1201 HADDON HALL DR ,APEX,27502,+19193876336,2005-07-01,6384,-78.87101375,35.74215088,M
1892474,4092013082,1853 Grille,1025 BLUE RIDGE RD ,RALEIGH,27607-3902,+19195242401,1999-11-01,6404,-78.71510697,35.79630808,M
1892478,4092016057,JACK'S SEAFOOD,5416 ROCK QUARRY RD ,RALEIGH,27610,+19193298125,2011-12-06,6455,-78.56009996,35.73196045,M
1892479,4092017103,CHICK-FIL-A #792,6701 FALLS OF NEUSE RD ,RALEIGH,27615-5373,+19198454556,2015-12-07,6456,-78.62404244,35.87534331,M
1892481,4092013618,Subway #4331,9101 LEESVILLE RD ,RALEIGH,27613-4091,+19198473559,2002-06-12,6484,-78.72548207,35.8967595,M
1892483,4092012834,Mcdonald's #18969,1305 E WILLIAMS ST,APEX,27502-2188,+19193625890,1998-11-16,6493,-78.84062903,35.71592776,M
1892484,4092012858,Wang's Kitchen,3416 POOLE RD ,RALEIGH,27610-2918,+19192500902,1999-01-19,6494,-78.57953261,35.76724571,M
1892485,4092014404,CHICK-FIL-A,1460 N MAIN ST ,FUQUAY VARINA,27526,+19195771030,2005-10-18,6475,-78.76924504,35.59378425,M
1892486,4092018159,Dunkin Donuts #348408,13600  New Falls of Neuse RD ,RALEIGH,27614,+19195560335,2019-08-27,6505,-78.55751775,35.94316378,M
1892487,4092014287,FireBirds Rocky Mountain Grill #2,4350 Lassiter At N. Hills Ave. Ste. 118 ,RALEIGH,27609,+19197888778,2005-04-05,6514,-78.64323049,35.83718561,M
1892490,4092013885,Rudino's Parkside,4022 Village Park Dr ,KNIGHTDALE,27545,+19192610143,2003-08-29,6547,-78.49683785,35.79808616,M
1892491,4092013163,Divots Grill,180 JAKE MAY DR,WENDELL,27591-9589,+19193657337,2000-06-09,6558,-78.38670686,35.77109334,M
1892493,4092014446,Carolina Ale House,7981 Skyland Ridge PKY ,RALEIGH,27606,+19199574200,2005-12-02,6583,-78.78281819,35.91437536,M
1892494,4092014455,Pei Wei Asian Diner #108,10251 Little Brier Creek LN,RALEIGH,27617,+19194844113,2005-12-01,6584,-78.78517004,35.91133497,M
1892496,4092015761,SUBWAY #2692,2424 WAKE FOREST RD ,RALEIGH,27608,+19198290900,2011-06-29,6591,-78.62593167,35.81503317,M
1892498,4092010625,Romas Pizzeria,3805 Brentwood Rd,RALEIGH,27604-1723,+19198762818,1991-05-08,6635,-78.60062749,35.83624718,M
1892499,4092014165,Super Target #1932 Food Avenue,1201 Beaver Creek Commons DR ,APEX,27502,+19193721405,2004-10-05,6641,-78.87777438,35.74487977,M
1892501,4092012875,Ruckus Pizza,2233 AVENT FERRY RD ,RALEIGH,27606-2138,+19198352002,1999-02-18,6668,-78.67605091,35.77835817,M
1892502,4092013935,PAPA JOHN'S ,238 Grande Heights Dr ,CARY,27511,+19194621441,2003-11-13,6685,-78.7805746,35.804703,M
1892503,4092016307,CHILI'S #1534,1201 MARKET CENTER DR ,MORRISVILLE,27560,+19194683290,2012-11-21,6704,-78.81676023,35.80454378,M
1892506,4092016687,PLAZA DEL MARIACHI,411 W Gannon AVE ,ZEBULON,27597,+19192694464,2014-04-30,6713,-78.32295686,35.82026636,M
1892507,4092014389,Frankie's Restaurant,11190 Fun Park DR ,RALEIGH,27617,+19194337888,2005-09-16,6746,-78.79335269,35.9187995,M
1892508,4092014393,LongHorn Steakhouse #251,8121 Brier Creek PKY ,RALEIGH,27617,+19194847669,2005-10-03,6747,-78.78398096,35.90950546,M
1892509,4092014405,Starbucks # 9465,4421 New Bern AVE ,RALEIGH,27610,+19192313271,2005-10-19,6751,-78.56075395,35.79892111,M
1892510,4092014748,Jersey Mike's,701 N Main ST,FUQUAY-VARINA,27529,+19195573000,2006-10-31,6752,-78.79264626,35.59174507,M
1892513,4092018437,Noodles & Company #871,2031 CAMERON ST,RALEIGH,27605,+1919,2020-09-08,6756,-78.66025735,35.7899673,M
1892514,4092015807,CARIBOU COFFEE #306,109 SW MAYNARD RD ,CARY,27511,+19193196265,2010-08-27,6757,-78.78269118,35.77098761,M
1892515,4092013006,Bojangles,2620 Atlantic Ave,RALEIGH,27604-1502,+19195469701,1999-09-08,6762,-78.61499718,35.81836916,M
1892516,4092012963,Cisco Systems Triangle Terrace Cafe,7025 Bldg-5 Kit Creek Rd,RESEARCH TRIANGLE PARK,27709,+19196996109,1999-07-01,6761,0.0,0.0,U
1892517,4092014979,Jasmin Mediterranean Bistro,2430 Hillsborough ST ,RALEIGH,27607,+19197559991,2007-10-22,6786,-78.66782878,35.7879186,M
1892520,4092013857,KFC/Taco Bell Of Zebulon,161 Wakelon Dr,ZEBULON,27597,+19194041701,2003-07-18,6795,-78.31620174,35.83320735,M
1892521,4092013971,Mac's Tavern,1014 Ryan Rd,CARY,27511,+19194674114,2004-01-09,6802,-78.76677132,35.77674815,M
1892522,4092017728,Whole Foods Market #10611 Specialty,5055 Arco ST ,CARY,27519,+19842280300,2017-11-03,6813,-78.88191924,35.83347908,M
1892523,4092018684,Paragon Theaters,1140 Parkside Main ST ,CARY,27519,+19192345200,2021-07-28,6814,-78.88929435,35.84836238,M
1892524,4092018518,Brooklyn Original Slices,4005 WAKE FOREST RD ,RALEIGH,27609-6842,+19197902444,2021-01-20,6821,-78.61511172,35.8362139,M
1892525,4092017301,ESMERALDA GRILL,748 E CHATHAM ST ,CARY,27511,+19193772455,2016-08-26,6827,-78.76514155,35.79157241,M
1892526,4092017098,ARBY'S #179,3415 Hillsborough ST ,RALEIGH,27607,+19198281850,2015-12-08,6841,-78.68403942,35.79221151,T
1892527,4092016674,TAQUERIA LA ESQUINA,10500 CHAPEL HILL RD ,MORRISVILLE,27560,+19196000870,2014-04-25,6843,-78.83168895,35.84049229,M
1892528,4092016372,ORCHID JAPANESE RESTAURANT,7432 CREEDMOOR RD ,RALEIGH,27613,+19198905345,2013-02-13,6847,-78.67820041,35.88787167,M
1892529,4092014448,Fu Kee Express,6320 Capital Blv,RALEIGH,27616,+19198722661,2005-12-01,6852,-78.57847002,35.87073633,M
1892530,4092018678,UNC Health Rex Holly Springs Hospital Kitchen,850 S MAIN ST,HOLLY SPRINGS,27540,nan,2021-07-13,6866,-78.83538921,35.64232892,M
1892531,4092011376,Conference Dining Services Facility,3000 New Bern AVE,RALEIGH,27610,+19193508190,1993-10-21,6881,-78.58796297,35.78391423,M
1892535,4092014444,Taco Bell #22798,2207 S MAIN ST ,WAKE FOREST,27587,+19195544924,2005-12-05,6911,-78.53614532,35.94669513,M
1892536,4092017487,JOHNNY'S PIZZA,96 CORNERSTONE DR ,CARY,27519,+19194605566,2016-12-02,6919,-78.85232757,35.79108879,M
1892537,4092015787,STARBUCKS NORTH HILLS CENTER #9789,4160 MAIN AT NORTH HILLS ST ,RALEIGH,27609,+19194200514,2011-08-12,6920,-78.64323049,35.83718561,M
1892538,4092013994,Beansprout Chinese Restaurant,3721 Hillsborough St ,RALEIGH,27607,+19197550554,2004-02-23,6936,-78.68759244,35.79393832,M
1892540,4092016433,Sticky Rice,927 DURHAM RD ,WAKE FOREST,27587,+19195548189,2013-05-30,6944,-78.54094643,35.97615047,M
1892542,4092017477,HARRIS TEETER #283 STARBUCKS,8101 FAYETTEVILLE RD ,FUQUAY VARINA,27526,+19197720241,2016-12-09,6921,0.0,0.0,U
1892543,4092017491,MOE'S SOUTHWEST GRILL #100789,5020 ARCO ST ,CARY,27519,+19192301720,2016-12-16,6955,-78.88191924,35.83347908,M
1892544,4092018601,Wok Haus,2526 HILLSBOROUGH ST ,RALEIGH,27607,+19194348679,2021-04-07,6958,-78.6692269,35.78835156,M
1892548,4092011561,Boston Market,9500 STRICKLAND RD,RALEIGH,27615-1935,+19196767609,1994-09-22,6980,-78.65420911,35.90168214,M
1892550,4092015798,Bojangles,3025 Winston Hill DR ,CARY,27519,+19194609224,2010-10-21,6997,-78.84654757,35.78948112,M
1892551,4092017309,BOTTLEDOG BITES & BREWS,8306 CHAPEL HILL  RD ,CARY,27513,+19196945377,2016-09-08,7001,-78.77617181,35.79224815,M
1892552,4092014858,Moe's Southwest Grill #683,280 Meeting ST ,CARY,27518,+19198541111,2007-04-30,7013,-78.74478781,35.75666346,M
1892553,4092018069,Hibachi 88,6213 Rock Quarry RD ,Raleigh,27610,+19196628899,2019-03-11,7014,-78.54796019,35.72312495,M
1892554,4092018597,Jersey Mike's Subs #3002,5910 Duraleigh RD ,RALEIGH,27612,+19197872540,2021-03-26,7017,-78.7119967,35.8587201,M
1892555,4092017940,MCDONALDS #3259,869 SE MAYNARD RD ,CARY,27511-4205,+19194673883,2018-09-28,7018,-78.76464709,35.7763081,M
1892557,4092018351,Tropical Smoothie Cafe,817 Bass Pro LN ,CARY,27513,+19193789333,2020-04-22,7025,-78.77007317,35.83116175,M
1892558,4092016990,CAROLINA ALE HOUSE,400 CONSERVATION RD ,GARNER,27529,+19197722646,2015-07-16,7041,-78.58112683,35.69648845,M
1892562,4092016126,PANERA BREAD #1650,1001 BEAVER CREEK COMMONS DR ,APEX,27502,+19195890026,2012-03-27,7064,-78.87238568,35.74374477,M
1892563,4092016641,DeM0'S PIZZERIA & DELI,222-121 GLENWOOD AVE ,RALEIGH,27613,+19197541050,2014-03-13,7026,-78.64733509,35.78392897,M
1892566,4092013346,BROOKDALE OF NORTH RALEIGH FOOD SERVICE,1200 Carlos Dr ,RALEIGH,27609,+19193342222,2001-07-05,7078,-78.61847832,35.86397289,M
1892567,4092018558,Mon Macaron,111 SEABOARD AVE ,RALEIGH,27604,+19194395737,2021-03-15,7133,-78.64016785,35.78860778,M
1892568,4092015765,WAFFLE HOUSE #1901,1051 DURHAM  RD ,WAKE FOREST,27587,+19195542501,2011-07-07,7134,-78.55120145,35.97391774,M
1892569,4092017850,SEQIRUS CAFE,475 GREEN OAKS PKY ,HOLLY SPRINGS,27540,+19195773810,2018-05-21,7135,-78.86718816,35.65081273,M
1892573,4092016545,GONZA TACOS Y TEQUILA,1849 S MAIN ST ,WAKE FOREST,27587,+19192052500,2013-11-08,7144,-78.52626448,35.95102854,M
1892575,4092015636,WALTONWOOD AT CARY DINING,750 SE CARY PKY ,CARY,27511,+19194607330,2010-05-14,7150,-78.77482013,35.74902725,M
1892576,4092016375,SUSHI ONE,8470 HONEYCUTT RD ,RALEIGH,27615,+19196154024,2013-02-13,7153,-78.62166097,35.89510574,M
1892577,4092014571,Moe's Southwest Grill,1406 E Broad ST,FUQUAY VARINA,27526,+19195575507,2006-04-26,7194,-78.77524481,35.59427198,M
1892580,4092013354,Abbotswood Assisted Living Dining Services,7900 CREEDMOOR RD,RALEIGH,27613-4382,+19198473202,2001-07-06,7211,-78.67950967,35.89545367,M
1892581,4092017521,MCDONALDS #13159,1725 New Hope Church Rd,RALEIGH,27609,+19197130903,2017-02-22,7230,-78.60826495,35.83722719,M
1892582,4092018259,Las Marias Tacos Y Pupusas Restaurant ,1600 Ronald DR ,RALEIGH,27609,+19199778149,2019-12-10,7292,-78.61019076,35.83816392,M
