"business_id","score","date","description","type"
"D6669206-E410-4008-A34770DE2E96FAC1","100","20130603","","routine"
"23D6E1F8-DFC2-9B9C-55422A411A405AF7","100","20130607","","routine"
"26301E88-9486-28D6-4337A3B2F1693F52","100","20130619","","routine"
"499654","100","20130628","","routine"
"501740","100","20130709","","routine"
"501118","100","20130717","","routine"
"500329","100","20130723","","routine"
"1FF2514A-E49C-E32E-C0DF49DC3C2FE546","100","20130725","","routine"
"501497","100","20130813","","routine"
"494737","100","20130814","","routine"
"131DCD95-D982-714E-9BB092822FC23677","100","20130814","","routine"
"500846","100","20130904","","routine"
"495035","81","20140220","","routine"
"BAF57704-1422-201B-194EA2F8D7034481","81.5","20140108","","routine"
"495040","81.5","20140227","","routine"
"509028","82","20131010","","followup"
"497908","82","20140113","","routine"
"501097","83","20130912","","routine"
"C252339A-3048-98E1-5CA044B74CDE19F8","83","20131210","","routine"
"562DE7A5-F8F0-A41F-6CEF01732087E190","83","20140206","","routine"
"7111AA91-C38E-66BB-4885C77719D7819B","83","20140207","","routine"
"509028","84","20130227","","routine"
"500672","86","20131118","","routine"
"497789","86","20140219","","routine"
"88D77601-086B-BDE9-F2928F9671031896","86.5","20130506","","routine"
"13BD246E-B337-12BD-FF1C160B344A80C4","86.5","20130625","","routine"
"499885","86.5","20130919","","routine"
"2C672EEC-1422-201B-196AFB77499FF680","86.5","20131127","","routine"
"C157F80A-FC68-9AF3-FD279998C6823023","86.5","20131212","","routine"
"501671","87","20130319","","routine"
"527138","87","20131007","","routine"
"501962","87","20131029","","routine"
"501671","87","20131204","","routine"
"C252339A-3048-98E1-5CA044B74CDE19F8","87","20140107","","followup"
"BAF57704-1422-201B-194EA2F8D7034481","87","20140116","","followup"
"118EAA48-8A96-11A0-B962115131B0B272","87","20140206","","routine"
"65806D9F-B753-159A-B17080BE2280AF10","88","20130412","","routine"
"1396FDA8-1749-1448-B4D48A3C3364F60B","88","20130510","","routine"
"503946","90","20121113","","routine"
"CE9D7EC4-11C7-153B-1A8BA6ABC0E5AF53","90","20121213","","routine"
"497995","90","20121214","","routine"
"501977","90","20131030","","routine"
"133A8A6C-1657-ECA0-18E0DBA732B14C1E","90","20131113","","routine"
"117AA727-1100-178D-CBD6C473451776C6","90","20131114","","routine"
"4C7A1F18-E856-BEFA-5743DF43F06BDF3C","92","20130620","","routine"
"500463","90","20130221","","routine"
"A48B1658-1911-F777-1A65E2226FDBC1BD","90","20130221","","followup"
"509028","90","20130304","","followup"
"28F92D5D-D180-6A0F-90A902D7D37731F3","90","20130306","","routine"
"23B35F51-D2BB-C01D-18F3EDE60D69640F","90","20130318","","routine"
"496653","90","20130319","","routine"
"495040","90","20130405","","routine"
"502045","90","20130409","","routine"
"9711E454-DF9E-8A93-B12A486CF9E69836","90","20130416","","routine"
"3E488BE4-EA58-EBB5-0F1B2A6C024A1D18","90","20130423","","routine"
"CE9D7EC4-11C7-153B-1A8BA6ABC0E5AF53","90","20130625","","routine"
"498419","90","20130626","","routine"
"496297","90","20130709","","routine"
"C8A9D635-1422-201B-19F4DBCC53FD0ACC","90","20130711","","routine"
"13BD246E-B337-12BD-FF1C160B344A80C4","90","20130712","","followup"
"3AD2A58F-97B8-AC12-F96F04F971A6A6FA","90","20130716","","routine"
"12306CA5-5E18-9A9C-845686BB2BA12119","90","20130716","","routine"
"499619","90","20130718","","routine"
"28E5CC3E-0727-ABF6-35AD3834FBB39D04","90","20130719","","routine"
"DA2E05F1-E825-5DC9-92E1ABD1EABB435B","90","20130724","","routine"
"527864","90","20130729","","routine"
"6627D70B-9B1C-CA7F-C44C27110BCE7418","90.5","20121114","","routine"
"1228358E-A6F1-1720-8C3FE2A44EB654E9","90.5","20121121","","routine"
"495296","90.5","20121206","","routine"
"DF256C36-CD54-33EE-E8AB3CB7291D6D4C","90.5","20130111","","routine"
"506948","90.5","20130201","","routine"
"498855","90.5","20130327","","routine"
"503946","90.5","20130417","","routine"
"9A6CC56A-DE31-7C97-CD76CC617B922115","90.5","20130509","","routine"
"1396FDA8-1749-1448-B4D48A3C3364F60B","90.5","20130531","","routine"
"EF90D1A4-DDC0-9130-24EC342C1E15879B","90.5","20130604","","routine"
"498881","90.5","20130606","","routine"
"503760","90.5","20130614","","routine"
"501564","90.5","20130625","","routine"
"501438","92.5","20131112","","routine"
"419B9495-3048-98E7-04B94981720F4DCA","92.5","20131120","","routine"
"506935","92.5","20131202","","routine"
"F7F5D095-5056-A20B-FAF4979727C78E39","96.5","20181119","","routine"
"496655","96.5","20181119","","routine"
"501513","96.5","20181119","","routine"
"4EA56E4F-5056-A20B-FA1FDECC850BED15","96.5","20181119","","routine"
"4964C3FB-9954-7804-4B21BD0C450E5452","97","20181119","","routine"
"500627","97","20181119","","routine"
"7C433793-5056-A20B-FA440E6B3C4B8460","97","20181119","","routine"
"2F5EC737-5056-A20F-9EBA8C9940B63277","97.5","20181119","","routine"
"496310","97.5","20181119","","routine"
"CBBC047B-D49D-09A0-76850528BCD6E53C","97.5","20181119","","routine"
"502017","97.5","20181119","","routine"
"F49D453A-3048-9838-60B0C4F8667BE9EE","98","20181119","","routine"
"496636","98.5","20181119","","routine"
"C210DA52-5056-A20B-FAEBC0201D2CB027","91","20181120","","routine"
"7111AA91-C38E-66BB-4885C77719D7819B","92","20181120","","routine"
"636CA54D-1422-201B-19E76B3D974EEB11","95","20181120","","routine"
"501348","96","20181120","","routine"
"501074","96","20181120","","routine"
"07AF62B1-CFE4-B82A-57CE42A324E9E64E","96","20181120","","routine"
"6BC8C5E5-9738-A7E9-7194E8CC0328C643","96","20181120","","routine"
"E5393B69-D3BC-3630-FFFF7EB5C5336273","91.5","20181127","","routine"
"496147","97","20181120","","routine"
"4E3C5522-DC6D-2269-BFFA763D21DAF138","97","20181120","","routine"
"CA9B1C48-E29B-EEC9-691F5D387DF195E1","97","20181120","","routine"
"950C4FE8-D9B4-FD10-3F9C9ECA1EAFEA76","97.5","20181119","","routine"
"EB4C5AC7-5056-A20F-9EBA564D4F6C6F7D","97.5","20181120","","routine"
"6F0731F4-5056-A20B-FA1F9E3C69A5EF50","98","20181120","","routine"
"7ED3B4E3-0C48-BA51-7DA047580E608266","98","20181120","","routine"
"7DC63E0F-A7CA-0BFE-50A9C9AA37F5DF54","98","20181120","","routine"
"666190F8-5056-A20B-FAB6FA202294367A","98","20181120","","routine"
"97A4E859-9E14-2F5A-28FD40A5EBE2DF3E","98","20181120","","routine"
"4792D14A-5056-A20B-FAE38C8458910288","98","20181120","","routine"
"D5399E1E-5056-A20F-9EAEAE51C1FB3FD6","95.5","20190108","","routine"
"24DFC52B-DF95-E057-F5E86C289DE08AF1","95.5","20190108","","routine"
"F9AC9635-F6F0-55FC-2345136B10105603","96","20190108","","routine"
"6522A27C-5056-A20F-9E582AFBA03DB9F6","98.5","20181120","","routine"
"CF62B2FC-5056-A20B-FA306E816A637DB8","98.5","20181120","","routine"
"D02493D0-5056-A20B-FA8CFA08B8B4FD87","98.5","20181120","","routine"
"495202","91","20181129","","routine"
"02D08C2F-5056-A20F-9EDC776D13E3086F","90","20181129","","followup"
"D92E3E80-3048-9933-8016F8FD534E7E10","92","20181129","","routine"
"4DD48454-E096-9B1D-1F9569D81C76345B","92","20181129","","routine"
"83347587-5056-A20F-9ECBA6007B24703E","93","20181129","","routine"
"458F62A9-AA75-FFFF-B0ED188A8E5FF14C","97.5","20190214","","routine"
"501471","97.5","20190214","","routine"
"61F94469-5056-A20B-FA55E0367F90D86C","99","20181120","","routine"
"683DD75A-D90B-06DE-AF0C2A94AE9606D3","","20181105","","routine"
"C5CBE5F9-5056-A20B-FA53389171E7F32A","82","20181126","","routine"
"846B68F7-5056-A20F-9EEB4409B06C05E5","90","20181126","","routine"
"B2ECF85C-5056-A20B-FA7DBBF70F85B1A7","91","20181126","","routine"
"495521","91.5","20181126","","routine"
"D37DE0F4-FB5D-6A9A-BF9C6645BED54268","93","20181126","","routine"
"1EEE7FE4-DE79-1BF7-649F593EF1F6A8A5","93.5","20181126","","routine"
"495278","93.5","20181126","","routine"
"4B90B6A7-C81B-035E-F29BC82EC763B578","93.5","20181126","","routine"
"496299","87.5","20181121","","routine"
"940EFB76-5056-A20B-FA39499A3ADC67F6","92","20181121","","routine"
"508968","92","20181121","","routine"
"36A7696A-5056-A20F-9E0E897119B6B1BA","95","20181121","","routine"
"4EC409C2-0297-1C1F-EB18BA9EDC0E5037","95","20181121","","routine"
"0686332A-1422-201B-1921E27F28651CDF","95.5","20181121","","routine"
"4FF39354-EEC3-FEFC-F081BFDC8FCB2726","96.5","20181121","","routine"
"496251","97","20181121","","routine"
"4E319C20-5056-A20F-9E7CD8054D65F037","97","20181121","","routine"
"5C780583-0999-AB22-64F752E63FC1E85E","97","20181121","","routine"
"B2EED1ED-DCB2-2977-C956EC4628CFBA28","97","20181121","","routine"
"497763","94.5","20190322","","routine"
"BD0A7592-AB43-52DE-C8289FEB2491725F","97","20181121","","routine"
"165CCE00-EC65-1522-3527107131974260","97.5","20181121","","followup"
"528014","97.5","20181121","","routine"
"B6B0BA5D-3048-94EE-98478BD231A27421","98","20181121","","routine"
"13092C0D-1041-1333-F4A614B161E3451A","98.5","20181121","","routine"
"495454","98.5","20181121","","routine"
"526554","98.5","20181121","","routine"
"4AC07869-A871-4D6A-8E9364532DA501B9","99.5","20181121","","routine"
"721C0BA1-A335-B733-30F35681778C1A94","99.5","20181121","","routine"
"503835","99","20181121","","routine"
"DA8F7FFF-5056-A20F-9E96399838811FCA","88","20181127","","routine"
"972DF423-5056-A20F-9E6F3DBB995396D4","87.5","20190715","","routine"
"A799E236-F115-4AA0-947D1D2EAB69FDBC","86.5","20190712","","followup"
"4C9BE68D-0A79-4BF6-6F639DD656B9098B","95","20181126","","routine"
"229243AD-BDB1-D108-8B281A24E6E770AC","95.5","20181126","","routine"
"1ACED7E5-0774-3EEF-D8658A530CE70A95","96","20181126","","routine"
"BAF57704-1422-201B-194EA2F8D7034481","96","20181126","","followup"
"500166","96","20181126","","routine"
"501502","96","20181126","","routine"
"0ADF44D6-945D-E172-89AC65F2DFE2C98B","96.5","20181126","","routine"
"C79C3F09-5056-A20B-FA2FBD2D5D8F8C50","96.5","20181126","","routine"
"A514002E-AF0F-38D2-1EAD91EF1380AAFC","97","20181126","","routine"
"581C68B0-C10E-B324-2E1BC857D5B20CE5","97.5","20181126","","routine"
"193677FB-AA9D-CFFE-E626122C5F6C331D","92.5","20190826","","routine"
"495341","90","20190911","","routine"
"D96A9C27-BFF8-7554-D7EFBA741B6C722C","90.5","20190911","","routine"
"AE1442A9-5056-A20B-FAE4EDB428BA87B9","98","20181217","","routine"
"500348","98.5","20181217","","routine"
"092CE332-5056-A20F-9E7DFF0F18022DB7","98.5","20181217","","routine"
"3B69E29D-94F4-B972-396E696B95BE9A80","90","20181218","","routine"
"499745","91","20181218","","routine"
"9F249CF8-5056-A20F-9E665E153C9DD3DE","90.5","20181218","","followup"
"12C14274-1670-122A-ED39C62237E611D7","95","20181218","","routine"
"1B300C79-C3AF-D6DE-0411D4101F33E68C","95.5","20181218","","routine"
"12ECC03D-5056-A20B-FA17359351256942","96","20181218","","routine"
"494684","96","20181218","","routine"
"495434","96","20181218","","routine"
"683DD75A-D90B-06DE-AF0C2A94AE9606D3","97.5","20181218","","routine"
"E0F66D30-95A0-5F1E-6803DF7B4D9628C8","97.5","20181218","","routine"
"3A42EBA5-E40F-DF58-19D91C836EE058E9","98","20181218","","routine"
"149EF004-DBC1-A1D4-C9EDABAABF1D0E73","98","20181218","","routine"
"14EA1C20-5056-A20B-FAD15564C87C93AA","98","20181218","","routine"
"500483","98","20181218","","routine"
"501272","99","20181218","","routine"
"B169D8F3-5056-A20B-FAF66E2E72E87F9B","99","20181218","","routine"
"499748","91.5","20190103","","routine"
"2472E01F-5056-A20B-FA54FA0BB81D7BEC","86.5","20181220","","routine"
"2472E01F-5056-A20B-FA54FA0BB81D7BEC","","20181220","","routine"
"2FAB0411-D5D9-FA14-D5E37330B1DBE024","88.5","20181220","","routine"
"494901","93","20190103","","routine"
"DB6881D2-5056-A20F-9EA6FBC17B6C6FAB","94","20190103","","routine"
"7C287FAE-C4DE-90CA-9AD12FB17B153053","93","20181219","","routine"
"508804","93","20181219","","routine"
"DA8F7FFF-5056-A20F-9E96399838811FCA","93","20181219","","followup"
"A93E3218-C3DA-C421-1261E6644D1AD6EA","93.5","20181219","","routine"
"97B4FB96-88FB-899E-6FFC146BCEBA4918","94","20181219","","routine"
"9EBD3E52-FA0E-63AA-FFD88B18CCAC2B3A","94.5","20181219","","routine"
"B8D37A1B-F32D-C2A1-55CC0A1F0C073101","94.5","20181219","","routine"
"58BA67AC-0B3C-B28C-7F6FC1696A5A1164","94.5","20181219","","routine"
"498463","95","20181219","","routine"
"500401","95","20181219","","routine"
"FD3C9344-5056-A20F-9EC8A5053F7FEC3C","95","20181219","","routine"
"67D7EE5C-B1C4-5453-18220B7A994B16DA","95.5","20181219","","routine"
"146ADAE0-AAC4-D8A1-E80B7560649D44ED","96","20181219","","routine"
"A34DAE70-97C1-382F-3866DC65CA73C43E","96","20181219","","routine"
"18AF645A-941C-4CD7-C3469308FC54E0E2","96.5","20181219","","routine"
"2BD9937F-B211-0153-F8245FA6850A6D85","96.5","20181219","","routine"
"B1BCAD9F-1422-201B-1989A09AA111363B","96.5","20181219","","routine"
"EA520BBA-5056-A20B-FA61EBE9A70AA6B4","97","20181219","","routine"
"422A84F3-5056-A20F-9EFC19ED3D4ACCE1","97","20181219","","routine"
"500340","97","20181219","","routine"
"3A1103B9-DBD8-36C5-8ECE97BE9CA05961","97.5","20181219","","routine"
"495007","97.5","20181219","","routine"
"812578E2-13D4-D73C-EC0E12792E47A294","97.5","20181219","","routine"
"CC9C38AE-5056-A20B-FABFD2AF3B2A1B59","97.5","20181219","","routine"
"496656","98","20181219","","routine"
"FF3402BC-EAD1-489B-8C6FADEB437707AF","98","20181219","","routine"
"4897FC80-B9F8-1AB8-EC8EB737D319E394","98.5","20181219","","routine"
"499563","98.5","20181219","","routine"
"500957","89","20181220","","routine"
"340FB9D2-1422-201B-198FB6B5B3878B95","94.5","20181220","","routine"
"527914","94.5","20181220","","routine"
"8D71C1CC-C592-2A12-C5337491D090F761","94","20181228","","routine"
"B2D84194-E375-84CE-2900B754AB4777C5","90","20181220","","routine"
"FF085A3D-DC98-E4CF-79262C24B0DD7304","90.5","20181220","","routine"
"505EB10A-9AC6-57CA-E37480E9C9CB6A8E","92","20181220","","routine"
"672BF2CC-E883-EE02-B963DD1A5AC57D60","93","20181220","","routine"
"496561","92.5","20181220","","routine"
"EB7A9DBF-5056-A20F-9EDC85B7814BE1A3","93","20181220","","routine"
"68E8BC26-91A9-1674-B0FD158409AE27B6","93.5","20181220","","routine"
"E5640492-10B3-8BC7-ABCB103226CABA6A","93.5","20181220","","routine"
"503754","93.5","20181227","","routine"
"3B54D916-5056-A20B-FA26D0E547AFBDE4","99","20181227","","routine"
"496027","96","20190109","","routine"
"09D1F2AB-5056-A20B-FAC07A5290E94938","96.5","20181218","","routine"
"9F2FC456-D890-54A1-076DA0A9983177E8","94.5","20181220","","routine"
"9F43DFA3-3048-94EE-98689E98E9D7A293","94.5","20181220","","routine"
"A9342359-F02F-5E6F-18245DCD2D6AC023","95","20181220","","routine"
"EB89FA16-5056-A20F-9EC581A78C784F5C","95.5","20181220","","routine"
"CCDF0DE7-05FD-F1BE-5A228A476EFADFEE","95.5","20181220","","routine"
"9B883342-5056-A20F-9EF23FA57AAC65EB","96","20181220","","routine"
"55B2905F-5056-A20B-FA9315D38FCF9723","96","20181220","","routine"
"97EDD74B-5056-A20B-FAEF05C6B7CE353A","96","20181220","","routine"
"496898","96.5","20181220","","routine"
"869000E7-5056-A20B-FA42A7EA56515803","97","20181220","","routine"
"A5A10BF4-1209-BE40-9C74729E171F393D","97","20181220","","routine"
"7D0B2189-D9C9-1FA1-E3BF8A24D3C0476F","97","20190916","","routine"
"B0E01AAA-5056-A20B-FA4FA5754FE64460","97","20181220","","routine"
"495484","98","20181220","","routine"
"C1E00828-5056-A20B-FA861FFCAEBF735A","98","20181220","","routine"
"85C6FFE6-928B-01E4-E21348A290CA46C8","98.5","20181220","","routine"
"B299DB38-5056-A20B-FA3829604E9F3D83","99.5","20181220","","routine"
"956A862B-E448-7C40-A49F3655435B0FA9","91","20181227","","routine"
"508970","92","20181227","","routine"
"5B528A8E-B6A2-1FCC-6B53928D8BBE1B0F","93","20181227","","routine"
"98DA6FA5-B975-C2BB-4A9073EDF8BB0F94","94.5","20181227","","routine"
"E6A90989-5056-A20F-9ED089A602666A59","95","20181227","","followup"
"F446E29B-3048-9838-60DC885717AD91C1","99","20191209","","routine"
"496150","95.5","20191219","","routine"
"1B8EA9AA-5056-A20F-9EF8E9C0858FB080","94","20200122","","routine"
"4051EFEF-5056-A20B-FA0E8F2B9558F267","97.5","20200217","","routine"
"495584","97.5","20200217","","routine"
"499855","97.5","20200217","","routine"
"0CF9098D-D402-284E-2FA0C5F24F9614D3","97","20190114","","routine"
"10059478-C540-1703-0F2CFAA3AD7FFDD8","97","20190114","","routine"
"D6B88960-FAF0-EAA0-18D96959D8D7FB78","97","20190114","","routine"
"D3A86802-5056-A20B-FA6DCC94AAC3C2A9","87","20190123","","routine"
"1AB3AA49-A640-EBDD-FBF0B2010DDDC52A","90","20190123","","routine"
"498476","91.5","20190123","","routine"
"495035","92","20190123","","routine"
"982B56F2-016E-45EE-E7C62CAC1D6A1847","93","20190123","","routine"
"817E2F7B-5322-1469-E56F75490BB37BEF","93.5","20190123","","routine"
"9C0C9A30-0D50-0602-DBDC1E64F81C474D","93.5","20190123","","routine"
"503824","93.5","20190123","","routine"
"CBEEC3EA-D52F-EEFB-BF9E700431A7BFF6","94.5","20190123","","routine"
"7F723FB1-FDB7-CB0C-22116B0F6EE94E3D","98","20190114","","routine"
"A60CC5C2-A24E-09EB-63CF74F47EDDF5EA","98","20190114","","routine"
"AA8A658B-3048-9838-FCA5A930A8E82BA2","94","20190123","","routine"
"B13CE900-5056-A20B-FA22EDA8A990D879","95","20190123","","routine"
"FAD8898C-985A-EF7D-589E10AD9D42E725","95","20190123","","routine"
"14D317E1-5056-A20B-FA699FD5AF8669D0","96","20190123","","routine"
"443603FD-5056-A20B-FA479B920123106F","96","20190123","","routine"
"85DDEAB2-C05E-535B-A456A7ADFD0FE305","96","20190123","","routine"
"498087","96.5","20190123","","routine"
"988A9F8E-DDCF-D5D5-5B885E8C6AE465BF","96.5","20190123","","routine"
"A7111015-5056-A20B-FAB5E19B2D8A41EA","96.5","20190123","","routine"
"10059478-C540-1703-0F2CFAA3AD7FFDD8","99.5","20200720","","routine"
"0021DE81-5056-A20B-FA82C2DD73C511CB","98.5","20190114","","routine"
"A719EFB8-CD47-1398-BAEB741601ECB226","98.5","20190114","","routine"
"62E6157E-AF22-B7BF-ED7296FB97F0440B","97","20190123","","routine"
"500673","97.5","20190123","","routine"
"940B9704-BD26-4F91-E0D70149D0AE33ED","98","20190123","","routine"
"499814","98.5","20190123","","routine"
"500605","98.5","20190123","","routine"
"A8D4C88B-EC4C-41B3-5034B04DB4F0DAD4","99","20190123","","routine"
"759FDE23-0063-5007-98286D143770946C","99","20190123","","routine"
"7921C4AF-CF6C-9FFD-EDD3A31C45A9BBE0","99","20190123","","routine"
"94087EC1-F074-A22A-5746E187160A9B24","97","20200911","","routine"
"D1BBB3A6-DC06-FE96-E0F098632A079ACA","87","20190124","","routine"
"E851F93F-D68D-718B-959C62A788FDD73A","97.5","20190124","","routine"
"149A846C-CAB7-3886-718AD0604C4D4C34","97.5","20190124","","routine"
"E60428C9-D2E3-E720-4928C31782684344","97.5","20190124","","routine"
"6B25F91F-5056-A20B-FA11DCFD00186DB5","91.5","20200914","","routine"
"8D85905E-5056-A20F-9E8389D2CE4CBFDD","99","20190114","","routine"
"1AD3BCEA-5056-A20B-FA96B861203AA52C","99","20190114","","routine"
"9C2F5425-154F-13B8-8BB698F8E851909E","99","20190114","","routine"
"938C3805-DBB5-47DC-A789D6804DF7940B","99","20190114","","routine"
"44AC7061-5056-A20B-FAC299C6B698E7D1","99.5","20190114","","routine"
"56BFE69F-F1E8-BB43-6A8BB933E2AA8926","81","20190115","","routine"
"943AE80A-F677-7475-A43E385C69020558","90.5","20190115","","routine"
"F11FC9F0-5056-A20B-FACE1ACCB3329DA5","90","20190115","","routine"
"74AF56A9-5056-A20F-9E4AAECFD243ACD5","92","20190115","","routine"
"BBBA473D-CDB1-3409-F7EF940B29C19ADA","92.5","20190115","","routine"
"117AA727-1100-178D-CBD6C473451776C6","96","20200922","","routine"
"496775","96","20200922","","routine"
"B1BCAD9F-1422-201B-1989A09AA111363B","96","20200922","","routine"
"0191C04D-5056-A20B-FA179DF377F55536","99.5","20200928","","routine"
"501394","93.5","20190115","","routine"
"C20C93CB-B4C3-22BB-3581F369CF19914C","94","20190115","","routine"
"997EAC90-09C7-ED08-A3FFB8F1D0FCFD83","95","20190115","","routine"
"F131A5C8-5056-A20B-FAF92CF1C3DF6C85","95","20190115","","routine"
"D0DE0E24-5056-A20F-9ED346C889EADF34","95","20190115","","routine"
"501890","95.5","20190115","","routine"
"CC6A29AB-C201-ECE4-9AF5B2BD1EA04B09","95.5","20190115","","routine"
"99CC2874-5056-A20B-FA2E8D084BD59564","96","20190115","","routine"
"499811","96.5","20190115","","routine"
"2A43E78A-5056-A20B-FA4DC3B35CAE654C","95","20201002","","routine"
"ADF350E8-D3EC-2852-849D2884F21E28EF","99.5","20201008","","routine"
"496656","98","20201013","","routine"
"501323","98","20201013","","routine"
"6C63A3B0-17E2-8AFB-30AB100CB6CB1B73","97","20190115","","routine"
"D0F7B380-0691-E233-062EF55878C492AF","97","20190115","","routine"
"496685","97.5","20190115","","routine"
"498181","98","20190115","","routine"
"3B7059B2-9EC2-DF5B-7834A1C6E90AAA46","98","20190115","","routine"
"506B26DF-F5A3-5F11-179B3649B36109D3","98","20190115","","routine"
"498329","98.5","20190115","","routine"
"D876821C-56CA-5445-D7058E9D8CBF8646","99","20190115","","routine"
"669C7B54-5056-A20B-FABF88ED30317CF5","81.5","20190116","","routine"
"18D7612F-5056-A20F-9ECDF1A65A4B8835","90","20190116","","routine"
"500833","98","20201029","","routine"
"4A345620-3048-94EE-983DB6D534A04D49","96.5","20201109","","routine"
"494874","91","20201116","","routine"
"28E5CC3E-0727-ABF6-35AD3834FBB39D04","98.5","20201124","","routine"
"B6B19415-C048-849F-42B88BB5044485A5","94","20190116","","routine"
"F81A6DB6-5056-A20B-FA14FC0A8192FD37","94","20190116","","routine"
"04304C02-5056-A20F-9EB9010FDC1BEAA2","94.5","20190116","","routine"
"102BD5D6-9918-1501-C0F310627A616BAB","94.5","20190116","","routine"
"501412","95","20190116","","routine"
"DCC0E4CE-0469-5FBE-6AEF574D5B2993D3","97.5","20190116","","routine"
"D7957F32-BC69-B536-67C88A922DB9D422","97.5","20190116","","routine"
"5129D448-5056-A20F-9E6FC92C649F8E93","97.5","20190116","","routine"
"C43EDFD1-5056-A20F-9E2DE66B193FD32A","97.5","20190116","","routine"
"501744","97.5","20190116","","routine"
"496882","98","20190116","","routine"
"6A416814-CD98-4EBD-417C6129E2F0A2A3","98","20190116","","routine"
"896AA596-9419-D59C-8F30BA8CB07FA9C0","98.5","20190116","","routine"
"A08B9FD4-5056-A20B-FA19AE51AE4970AE","98.5","20190116","","routine"
"B8DC30D4-A205-3859-A8D61D500716D66D","98.5","20190116","","routine"
"960250F0-CFDD-C030-B40C2C7B0318DE48","98.5","20190116","","routine"
"BC47ECE9-C059-60AE-A2B8DA72C40FED44","99","20190116","","routine"
"AB3AF8C1-3048-98E5-1A33D6763208E09C","99","20190116","","routine"
"CB5B0527-F19C-3103-B9A10A6C9231D53A","99","20190116","","routine"
"8B9FB952-9E99-4E9C-AC26C69F6A4347D9","99.5","20190116","","routine"
"23AEC9B1-5056-A20B-FAC2849777152C28","100","20190118","","routine"
"501463","90.5","20190118","","routine"
"1261A27C-74C9-58B7-FB57ABED4608E338","99","20201201","","routine"
"500696","99","20201201","","routine"
"1AECBAD6-5056-A20B-FA33BB0856EEAAEE","94","20201214","","routine"
"12910F57-A907-9A8A-80BADC0952CDF83E","96","20201221","","routine"
"B2D42C78-D61C-1CE8-AFFF54D3707CE126","96","20201221","","routine"
"527553","97.5","20190219","","routine"
"229243AD-BDB1-D108-8B281A24E6E770AC","98","20190219","","routine"
"CBAED572-5056-A20B-FAEBE1CF1CD92950","98","20190219","","routine"
"A990A53E-AA39-53D4-667D39C970C6A5A7","98","20190219","","routine"
"2F94F396-BEB8-AD8E-DBC427A46573667B","98","20190219","","routine"
"494764","98.5","20190219","","routine"
"496180","98.5","20190219","","routine"
"75BFDC7E-E8CC-3490-B868DAE86D0DE58C","98.5","20190219","","routine"
"CC13F567-5056-A20F-9E0D29B1DE96A3D4","98.5","20190219","","routine"
"1AC16FB1-5056-A20B-FA88D17F329657E6","99","20190219","","routine"
"94087EC1-F074-A22A-5746E187160A9B24","99.5","20190219","","routine"
"497099","99","20190219","","routine"
